"Lon";"Lat";"scientificName";"year";"month";"day";"accessRights";"bibliographicCitation";"X_leaflet_id";"layerId";"edit_id"
"1342";5.3809;43.17427;"Paramuricea clavata (Risso, 1827)";"2020";"6";"28";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1343";3.206271;41.887021;"Paramuricea clavata (Risso, 1827)";"2020";"7";"8";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1344";14.324722;40.618611;"Paramuricea clavata (Risso, 1827)";"2020";"7";"19";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1345";5.3382;43.2076;"Paramuricea clavata (Risso, 1827)";"2020";"7";"24";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1346";5.3914;43.1865;"Paramuricea clavata (Risso, 1827)";"2020";"7";"14";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1347";8.59898;41.90178;"Paramuricea clavata (Risso, 1827)";"2020";"7";"19";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1348";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"7";"4";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1349";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"7";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1350";9.40854;41.77259;"Paramuricea clavata (Risso, 1827)";"2020";"7";"18";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1351";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"7";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1352";8.73877;41.83976;"Paramuricea clavata (Risso, 1827)";"2020";"7";"12";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1353";8.53748;41.87668;"Paramuricea clavata (Risso, 1827)";"2020";"7";"25";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1354";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"7";"6";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1355";8.72246;41.83427;"Paramuricea clavata (Risso, 1827)";"2020";"7";"31";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1356";3.33096;42.32606;"Paramuricea clavata (Risso, 1827)";"2020";"7";"21";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1357";3.20444;41.89111;"Paramuricea clavata (Risso, 1827)";"2020";"7";"22";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1358";3.20444;41.89111;"Paramuricea clavata (Risso, 1827)";"2020";"7";"26";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1359";3.20444;41.89111;"Paramuricea clavata (Risso, 1827)";"2020";"7";"28";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1360";5.33861;43.20778;"Paramuricea clavata (Risso, 1827)";"2020";"7";"30";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1361";8.61985;41.88177;"Paramuricea clavata (Risso, 1827)";"2020";"8";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1362";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"8";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1363";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"8";"18";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1364";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"8";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1365";9.33298;41.25944;"Paramuricea clavata (Risso, 1827)";"2020";"8";"21";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1366";7.07193;43.51404;"Paramuricea clavata (Risso, 1827)";"2020";"8";"4";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1367";6.85592;43.4082;"Paramuricea clavata (Risso, 1827)";"2020";"8";"27";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1368";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"8";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1369";8.73877;41.83976;"Paramuricea clavata (Risso, 1827)";"2020";"8";"29";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1370";6.27392;42.99328;"Paramuricea clavata (Risso, 1827)";"2020";"8";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1371";5.39385;43.17157;"Paramuricea clavata (Risso, 1827)";"2020";"8";"6";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1372";6.27812;42.99392;"Paramuricea clavata (Risso, 1827)";"2020";"8";"25";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1373";12.285905;37.914766;"Paramuricea clavata (Risso, 1827)";"2020";"9";"23";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1374";12.270612;37.902804;"Paramuricea clavata (Risso, 1827)";"2020";"9";"21";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1375";5.3708;43.1765;"Paramuricea clavata (Risso, 1827)";"2020";"9";"17";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1376";3.2026;41.8848;"Paramuricea clavata (Risso, 1827)";"2020";"9";"24";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1377";3.26296;42.2371;"Paramuricea clavata (Risso, 1827)";"2020";"9";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1378";6.89238;43.40803;"Paramuricea clavata (Risso, 1827)";"2020";"9";"6";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1379";3.22138;42.23522;"Paramuricea clavata (Risso, 1827)";"2020";"9";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1380";6.85085;43.40941;"Paramuricea clavata (Risso, 1827)";"2020";"9";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1381";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"9";"29";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1382";8.73877;41.83976;"Paramuricea clavata (Risso, 1827)";"2020";"9";"6";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1383";6.85085;43.40941;"Paramuricea clavata (Risso, 1827)";"2020";"9";"19";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1384";3.22869;42.23667;"Paramuricea clavata (Risso, 1827)";"2020";"9";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1385";5.7748;43.0958;"Paramuricea clavata (Risso, 1827)";"2020";"9";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1386";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"9";"17";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1387";5.22393;43.19712;"Paramuricea clavata (Risso, 1827)";"2020";"9";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1388";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"9";"6";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1389";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2020";"9";"19";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1390";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"9";"5";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1391";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"9";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1392";5.74963;43.07542;"Paramuricea clavata (Risso, 1827)";"2020";"9";"7";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1393";3.26296;42.2371;"Paramuricea clavata (Risso, 1827)";"2020";"9";"17";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1394";5.7748;43.0958;"Paramuricea clavata (Risso, 1827)";"2020";"9";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1395";3.33096;42.3198;"Paramuricea clavata (Risso, 1827)";"2020";"9";"12";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1396";3.22641;42.23725;"Paramuricea clavata (Risso, 1827)";"2020";"9";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1397";5.38217;43.19038;"Paramuricea clavata (Risso, 1827)";"2020";"9";"19";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1398";7.48558;43.74762;"Paramuricea clavata (Risso, 1827)";"2020";"9";"30";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1399";3.22641;42.23725;"Paramuricea clavata (Risso, 1827)";"2020";"9";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1400";5.3707;43.1765;"Paramuricea clavata (Risso, 1827)";"2020";"10";"18";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1401";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"10";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1402";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"10";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1403";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"10";"18";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1404";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"10";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1405";6.85085;43.40941;"Paramuricea clavata (Risso, 1827)";"2020";"10";"25";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1406";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"10";"18";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1407";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"10";"25";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1408";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"10";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1409";9.40854;41.77259;"Paramuricea clavata (Risso, 1827)";"2020";"10";"28";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1410";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2020";"10";"29";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1411";6.09832;43.02795;"Paramuricea clavata (Risso, 1827)";"2020";"10";"11";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1412";8.73877;41.83976;"Paramuricea clavata (Risso, 1827)";"2020";"10";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1413";5.33861;43.20778;"Paramuricea clavata (Risso, 1827)";"2020";"10";"9";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1414";8.80314;41.69849;"Paramuricea clavata (Risso, 1827)";"2020";"10";"11";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1415";6.85085;43.40941;"Paramuricea clavata (Risso, 1827)";"2020";"10";"29";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1416";6.27392;42.99328;"Paramuricea clavata (Risso, 1827)";"2020";"10";"17";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1417";9.40167;41.79667;"Paramuricea clavata (Risso, 1827)";"2020";"10";"29";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1418";5.40277;43.17583;"Paramuricea clavata (Risso, 1827)";"2020";"10";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1419";5.28799;43.2631;"Paramuricea clavata (Risso, 1827)";"2020";"10";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1420";5.37009;43.17693;"Paramuricea clavata (Risso, 1827)";"2020";"10";"9";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1421";6.5926;43.16785;"Paramuricea clavata (Risso, 1827)";"2020";"10";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
